# Modern Standard Arabic word frequency list (top 1000)
# Derived from the Leipzig Corpora Collection 'ara_news_2022_10K' (CC BY 4.0),
# https://downloads.wortschatz-leipzig.de/corpora/ara_news_2022_10K.tar.gz
# Tokens: Arabic script only; diacritics, tatweel removed; alef/ya/ta-marbuta
# orthographic variants folded (matches the app's normalize_arabic).
# Format: word<TAB>frequency
حسب	81
قالت	81
السلطات	80
كورونا	80
الاقتصاديه	80
الغاز	80
الاوكرانيه	80
بل	80
اللجنه	79
مره	79
حوالي	79
الوزير	78
السياسي	78
ظل	77
لان	77
عده	77
واضافت	77
المواطنين	76
ايام	76
الجديده	76
مقابل	76
السلام	76
شخص	76
جانب	76
اثناء	75
الوزاره	75
القطاع	75
الفتره	75
الجمهوريه	75
مدير	75
جنوب	75
السياسيه	74
النظام	74
الخميس،	74
ثلاثه	74
الانسان	74
الاجتماعي	74
بالنسبه	74
مجال	74
وفق	73
دعم	73
نتيجه	73
ومع	73
العربي	72
العالميه	72
وضع	72
هل	72
جاء	72
فلسطين	71
سنوات	71
وسائل	71
الوضع	71
ب	71
الاسبوع	71
مشيرا	71
موسكو	71
الخميس	70
الثانيه	70
المتحده،	70
الشهر	70
الدكتور	70
منظمه	70
الصين	70
تحقيق	70
قائلا	70
ضروره	70
البيان	70
ال	69
الاقتصاد	69
رغم	69
ام	69
لكل	69
سعر	69
مشروع	69
مختلف	69
سيكون	69
بانه	68
العقوبات	68
القدم	68
السيد	68
جديد	67
القانون	67
مساء	67
الاعمال	66
المركز	66
الاثنين	66
اطار	66
محافظه	66
اوروبا	66
النواب	66
تعزيز	66
الاحد،	65
كافه	65
الاقتصادي	65
سنه	65
زياده	65
حاليا	65
المقبل	65
المعلومات	65
قطاع	65
العراق	64
العمليه	64
الجمعه	64
منه	64
فريق	64
الشركه	64
بنسبه	64
وما	64
المناطق	64
طريق	64
صحيفه	64
العالمي	64
ليست	64
السلطه	64
الحدود	63
اجتماع	63
افضل	63
الاثنين،	63
بناء	63
المجتمع	63
انهم	63
اضافه	63
لجنه	63
مركز	63
المنتخب	62
كاس	62
الثلاثاء،	62
صباح	62
المحليه	62
بلاده	62
لقد	62
نحن	62
الانباء	62
حد	62
حركه	61
النار	61
الناس	61
وتم	61
السبت	61
التابعه	61
الاف	61
الضفه	61
اليوم،	61
الامنيه	61
العدوان	61
اجراء	60
مدي	60
اللبنانيه	60
اعمال	60
الخاص	60
فتره	60
تقديم	60
الاشخاص	60
الهيئه	60
اعاده	60
سابق	60
مناطق	60
قانون	59
قتل	59
الاربعاء	59
ادي	59
الازمه	59
يقول	59
مكتب	59
لهذا	59
الجديد	59
اليمن	59
يتعلق	59
القوي	58
تنفيذ	58
عقد	58
بالاضافه	58
بدايه	58
حل	58
تسجيل	58
اصابه	57
الثلاثاء	57
الشيخ	56
واحده	56
اتفاق	56
كشف	56
زياره	56
الاطفال	56
المحكمه	56
تزال	56
اجراءات	56
الاجتماع	56
الاربعاء،	55
نظام	55
المصري	55
تركيا	55
مواجهه	55
الجويه	55
خارج	55
لما	55
تقوم	55
كييف	55
بي	55
يذكر	55
الحياه	55
الرغم	54
الدعم	54
مصادر	54
نشر	54
لهم	54
شيء	54
المياه	54
السوق	54
شرق	54
وبحسب	54
جو	53
الاحد	53
تطوير	53
الشركات	53
دفع	53
الكثير	53
يعني	53
رفع	53
حرب	53
وكذلك	53
امر	53
جدا	53
تشرين	53
اللبناني	52
الصحيه	52
الاوكراني	52
مضيفا	52
الفلسطينيين	52
واحد	52
المقرر	52
قطر	52
مواقع	52
الوكاله	52
واشنطن	52
واوضحت	52
نائب	51
احمد	51
الاعلام	51
الحالي	51
الاداره	51
بحق	51
هيئه	51
المغرب	51
استخدام	51
الايام	51
المتحدث	51
الشباب	51
اكدت	51
القرار	51
فلاديمير	50
نسبه	50
المدينه	50
يعد	50
لكره	50
بهدف	50
مكان	50
ازمه	50
الاراضي	50
استمرار	50
الاقصي	50
وشدد	50
الاتفاق	49
يكن	49
برنامج	49
كانوا	49
القضاء	49
المستوي	49
الرسمي	49
تاريخ	49
الايراني	49
خط	49
الغرب	49
نفسه	49
اليه	49
البحر	49
البلدين	49
الرسميه	48
الجانب	48
اعلي	48
الانسانيه	48
اللقاء	48
الاخري	48
اصبح	48
المدير	48
السبت،	48
قياده	48
محطه	48
تويتر	48
روسيا،	48
الداخليه	48
سوريا	48
دور	48
كانون	48
الحاليه	47
مؤكدا	47
كيف	47
الفريق	47
نفس	47
اوكرانيا،	47
بينها	47
الاجراءات	47
مقارنه	47
عضو	47
اثر	47
الاسلحه	47
الاجتماعيه	47
وليس	47
دبي،	47
تقرير	47
واشارت	47
جراء	46
وجه	46
لكنه	46
افريقيا	46
مقتل	46
خلالها	46
جامعه	46
الارض	46
تعمل	46
الجمعه،	46
ولايه	46
شبكه	46
تنظيم	46
العسكري	46
قام	46
الوصول	46
البحث	45
الاميركي	45
لمده	45
للامم	45
المسلحه	45
الجاري	45
لقاء	45
حقوق	45
النائب	45
الموقع	45
ووفقا	45
وجاء	45
وحده	44
البلاد،	44
بدا	44
بلغ	44
حال	44
اخري،	44
خطه	44
انحاء	44
ملايين	44
لهذه	44
سيتم	44
الاكثر	44
وذكرت	44
بدات	43
سي	43
بعدما	43
اننا	43
انتاج	43
اشار	43
محاوله	43
المؤسسات	43
حسبما	43
ياتي	43
اشهر	43
لذلك	43
امن	43
وقع	43
المحلي	43
الاوروبيه	43
مؤتمر	43
بالقرب	43
جلسه	43
البحريه	42
المزيد	42
نادي	42
طلب	42
اعضاء	42
فضلا	42
سكان	42
عسكريه	42
تعد	42
المجموعه	42
الجزائر	42
نقل	42
فيديو	42
الحزب	42
حالات	42
بكل	42
عنها	42
ترامب	42
السعودي	41
الله،	41
الساعه	41
السنوات	41
الاصابه	41
الكهرباء	41
نتائج	41
عقب	41
النظر	41
وحتي	41
يزال	41
العالم،	41
ابراهيم	41
البرلمان	41
النوويه	41
مباراه	41
وفاه	41
للغايه	41
وبعد	41
اقل	41
الدولار	41
المقاومه	41
التقرير	41
مصدر	41
فبراير	40
لتحقيق	40
فيروس	40
العدو	40
واكدت	40
تصريحات	40
التعليم	40
طويله	40
احدي	40
عددا	40
الجميع	40
منهم	40
مختلفه	40
الفرنسي	40
المركزيه	40
جزء	40
لاعب	39
قضيه	39
ليبيا	39
الصراع	39
الطبيه	39
لكنها	39
فرصه	39
نتنياهو	39
نقطه	39
الحوار	39
البنك	39
المتعلقه	39
الشماليه	39
مهمه	39
المشاركه	39
منتخب	39
الناتو	39
مباشره	39
سيما	39
لاوكرانيا	39
الدين	39
كذلك	39
المنظمه	39
هؤلاء	39
رقم	38
المواد	38
تطبيق	38
ستكون	38
اشاره	38
الواقع	38
الاسلاميه	38
سبيل	38
يحدث	38
انتخابات	38
عنه	38
الاخير	38
عاما،	38
يبدو	38
القانونيه	38
اللازمه	38
المصدر	38
الدوري	37
ابناء	37
العراقيه	37
	37
اسرائيل،	37
الحفاظ	37
العليا	37
الشرق	37
قوه	37
يناير	37
النساء	37
الصينيه	37
يشكل	37
ساعه	37
دعا	37
فتح	37
وبين	37
انا	37
حمايه	37
البلدان	37
جهه	37
القضايا	37
متر	36
المرحله	36
الشعبيه	36
زيلينسكي	36
الاميركيه	36
الحكوميه	36
ثلاث	36
البريطانيه	36
مشاريع	36
نوفمبر	36
المشتركه	36
الظروف	36
الجوي	36
الشهيد	36
الخدمات	36
المشاريع	36
غرب	36
سواء	36
المناخ	36
تحديد	36
بينهم	36
المركزي	36
تصريح	36
درجات	36
حق	36
لوكاله	36
ونقلت	36
ولفت	36
محمود	35
هنا	35
بهذا	35
الملك	35
صوره	35
بانها	35
الجمعيه	35
القضيه	35
التربيه	35
اجمالي	35
الاستقرار	35
رساله	35
تماما	35
مؤخرا	35
بالفعل	35
قائمه	35
امريكا	35
النووي	35
تحمل	35
مقطع	35
وذكر	35
جمهوريه	34
المباراه	34
مسؤول	34
اثار	34
واسعه	34
وعدم	34
العرب	34
البيت	34
المحافظه	34
بذلك	34
الروسيه،	34
الاساسيه	34
عشر	34
انتشار	34
الامين	34
حسين	34
الاقل	34
ل	34
الحمايه	34
قاعده	34
العام،	34
الماضيه	34
التركيه	34
معظم	34
موقف	34
تظهر	34
تقول	34
اكتوبر	34
العموميه	34
وصل	34
سجلت	34
كلمه	34
ذكر	34
بدء	34
اوضح	34
ويقول	34
سجل	33
الدوره	33
نوع	33
شخصا	33
تسبب	33
معه	33
السياسه	33
اهم	33
اخرين	33
الهجوم	33
الصهيوني	33
الحركه	33
دائما	33
حدث	33
قائد	33
الصحي	33
الوطن	33
لو	33
الاسعار	33
المغربي	33
تصل	33
يؤدي	33
العمليات	33
السيطره	33
المقبله	33
سلسله	33
اشخاص	33
مديريه	33
ردا	33
ولن	33
السفير	33
قامت	33
يبلغ	33
المجال	33
اصبحت	33
المشروع	33
العمر	33
توفير	33
الاخيره،	33
اراضي	32
الغذائيه	32
تجاه	32
الفرنسيه	32
عشرات	32
طريقه	32
الاطراف	32
الجنوبيه	32
سوف	32
السفاره	32
الانتاج	32
فرض	32
الايرانيه	32
المسؤولين	32
رام	32
والتعاون	32
اعلام	32
التركي	32
السابقه	32
كوريا	32
بفيروس	32
دينار	32
الابيض	32
لنا	32
بمحافظه	32
بدون	32
ورئيس	32
بهذه	32
يعتبر	32
مارس	32
الكبير	32
افادت	32
الدور	32
البيئه	32
الشؤون	32
الحكم	32
السفر	32
تعرض	32
القوه	32
صندوق	31
كره	31
المفاوضات	31
جهود	31
المدنيين	31
اعلان	31
مبني	31
نفسها	31
قاده	31
كنت	31
الامير	31
سلطات	31
عقوبات	31
الاستثمار	31
المستقبل	31
يوجد	31
للطاقه	31
وزيره	31
الاتصالات	31
يعمل	31
عرض	31
غزه	31
الارهاب	31
رئاسه	31
ذكري	31
كبيرا	31
المالي	31
المدارس	31
وهم	31
الافريقيه	31
الاسري	31
تبلغ	31
الانترنت	31
باب	31
لانه	31
لدينا	31
حياه	31
السكان	31
ويمكن	31
بيانات	31
تحدث	31
وغيرها	31
المعارضه	31
حدود	31
المتوقع	31
تقدم	31
اساس	30
يري	30
اردوغان	30
السوري	30
قناه	30
مطار	30
اليها	30
القائمه	30
الهدف	30
الاستراتيجيه	30
قرب	30
اسم	30
قيمه	30
دولار،	30
التابع	30
يعرف	30
مسيره	30
البيانات	30
ايه	30
خاص	30
دراسه	30
الامور	30
حسن	30
جيش	30
الكيان	30
الجهود	30
الخطوه	30
يمثل	30
عوده	30
رجال	30
شراء	30
لندن	30
شكل	30
الثالث	30
خلفيه	30
الاخر	30
امكانيه	30
هم	30
ماليه	30
المدنيه	30
وغير	30
رفض	30
سياسه	30
وحسب	30
